Company_Name,Sector,Funding_round,Amount_raised,Sub-sector,Source Website
Split,Enterprise Software,Series D,$50MM,Software Development,https://forgeglobal.com/search-companies/?page=121
Spot AI,Enterprise Software,--,--,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=23
SpotHero,Consumer & Lifestyle,Series D-1,$47.4MM,Consumer Applications,https://forgeglobal.com/search-companies/?page=139
SpotHopper,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=149
Spotnana,Transportation,Series C,$85MM,Other Transportation,https://forgeglobal.com/search-companies/?page=32
SpotOn,Fintech,Series D,$125MM,Payments,https://forgeglobal.com/search-companies/?page=17
Spotter,Consumer & Lifestyle,Series E-1,$17.9MM,Media,https://forgeglobal.com/search-companies/?page=71
SPR Therapeutics,Healthcare,Series D-1,$25.64MM,Medical Devices,https://forgeglobal.com/search-companies/?page=75
SpreeAI,Enterprise Software,Series A-1,$15MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=110
Sprig,Enterprise Software,Series B-1,$30MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=108
Spring,Consumer & Lifestyle,--,--,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=149
Spring,Fintech,Series B,$30MM,Fintech Software,https://forgeglobal.com/search-companies/?page=173
Spring Health,Healthcare,Series E,$100MM,Digital Health,https://forgeglobal.com/search-companies/?page=22
Springboard,Education,Series B-3,$7.5MM,E-Learning,https://forgeglobal.com/search-companies/?page=124
Sprinklr,Enterprise Software,Series G-2,$100MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=57
Sprinter Health,Healthcare,Series B,$55MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=74
SprintRay,Healthcare,--,--,Healthcare Software,https://forgeglobal.com/search-companies/?page=70
Sprout Social,Enterprise Software,Series D,$40.5MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=92
Spruce,Fintech,Series C,$60MM,Insurance,https://forgeglobal.com/search-companies/?page=66
Spryker,Consumer & Lifestyle,--,--,E-commerce Software,https://forgeglobal.com/search-companies/?page=149
SpyCloud,Enterprise Software,Series D,$110MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=84
Spyglass Pharma,Healthcare,Series D,$77.33MM,Medical Devices,https://forgeglobal.com/search-companies/?page=84
SQream Technologies,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=130
SquareSpace,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=70
SquareTrade,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=149
Squire,Enterprise Software,Series D,$61MM,Business Operations,https://forgeglobal.com/search-companies/?page=59
Stability AI,Enterprise Software,Series B,$103.57MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=4
Stack AV,Transportation,--,--,Transportation Software,https://forgeglobal.com/search-companies/?page=131
Stack Overflow,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=102
Stackblitz,Enterprise Software,Series B,$83.5MM,Software Development,https://forgeglobal.com/search-companies/?page=66
Stacked Energy,Consumer & Lifestyle,Series A,$75.24MM,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=11
StackPath,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=51
Staffbase,Enterprise Software,--,--,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=79
Stairwell,Enterprise Software,Series B,$45MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=109
Stake,Fintech,--,--,Capital Markets,https://forgeglobal.com/search-companies/?page=24
Stampli,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=24
Stance,Consumer & Lifestyle,Series D-1,$17MM,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=95
Standard AI,Consumer & Lifestyle,Series C,$178.27MM,Consumer & Lifestyle Enterprise Software,https://forgeglobal.com/search-companies/?page=72
Standard Nuclear,Energy,Series A-2,$70MM,Other Energy,https://forgeglobal.com/search-companies/?page=92
Star Therapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=131
Starbridge,Enterprise Software,Series A-1,$35MM,Productivity,https://forgeglobal.com/search-companies/?page=109
Starburst Data,Enterprise Software,Series D,$250MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=14
Starcloud,Energy,Series A+,$116.11MM,Energy Efficiency,https://forgeglobal.com/search-companies/?page=2
Starcloud,Energy,Series A+,$116.11MM,Energy Efficiency,https://forgeglobal.com/search-companies/?page=2
Stark Future,Transportation,--,--,Electric Vehicles,https://forgeglobal.com/search-companies/?page=31
StarkWare,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=115
Starling Bank,Fintech,--,--,Digital Banking,https://forgeglobal.com/search-companies/?page=28
Starry,Enterprise Software,Series E-3,$125MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=91
Starship Technologies,Consumer & Lifestyle,--,--,Automotive,https://forgeglobal.com/search-companies/?page=89
StartEngine,Fintech,Series T,$1.41MM,Capital Markets,https://forgeglobal.com/search-companies/?page=6
StarTree,Enterprise Software,Series B NV,$3.63MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=136
Stash,Fintech,Series H-1,$55.8MM,Personal Finance,https://forgeglobal.com/search-companies/?page=22
Statsig,Enterprise Software,Series C,$100.12MM,Business Operations,https://forgeglobal.com/search-companies/?page=152
Staud,Consumer & Lifestyle,--,--,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=166
Stax,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=79
Steamship,Enterprise Software,--,--,Software Development,https://forgeglobal.com/search-companies/?page=149
Stellar Cyber,Enterprise Software,Series C,$33.74MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=173
Stem,Energy,--,--,Clean Energy,https://forgeglobal.com/search-companies/?page=79
Stem AI,Enterprise Software,Series Seed-1,$25MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=135
Stemedica Cell Technologies,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=70
Stensul,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=102
Step,Fintech,Series C,$101.42MM,Digital Banking,https://forgeglobal.com/search-companies/?page=58
Stepful,Healthcare,Series C,$61.86MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=49
Stimwave,Healthcare,Series E,$3.27MM,Medical Devices,https://forgeglobal.com/search-companies/?page=97
Stockwell AI,Transportation,--,--,Delivery Services,https://forgeglobal.com/search-companies/?page=102
StockX,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=13
Stoke Space,Industrial,Series D-2,$350MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=4
STORD,Enterprise Software,Series E,$61MM,Business Operations,https://forgeglobal.com/search-companies/?page=43
StoreDot,Energy,--,--,Energy Storage,https://forgeglobal.com/search-companies/?page=42
Stori,Fintech,Series C-3,$51.25MM,Personal Finance,https://forgeglobal.com/search-companies/?page=91
Story,Fintech,--,--,Blockchain Software,https://forgeglobal.com/search-companies/?page=149
Story Protocol,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=46
StoryBuilt,Real Estate,--,--,Other Real Estate,https://forgeglobal.com/search-companies/?page=131
Strand Therapeutics,Healthcare,Series B-2,$120MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=73
Stratos Genomics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=102
Strava,Consumer & Lifestyle,Series F-1,$50MM,Fitness,https://forgeglobal.com/search-companies/?page=5
Streamlit,Enterprise Software,Series B,$35.2MM,Software Development,https://forgeglobal.com/search-companies/?page=139
StreamSets,Enterprise Software,Series C-1,$8.75MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=140
Strider,Enterprise Software,Series C-1,$13.03MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=30
Strivr,Education,Series 1A,$17.47MM,E-Learning,https://forgeglobal.com/search-companies/?page=124
StrongDM,Enterprise Software,Series D,$50MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=155
Stubhub,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=131
StyleSeat,Consumer & Lifestyle,--,--,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=102
Stytch,Enterprise Software,Series B,$90MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=118
Sublime Security,Enterprise Software,Series C,$142.87MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=105
Substack,Consumer & Lifestyle,Series C,$100MM,Media,https://forgeglobal.com/search-companies/?page=8
Substrate,Technology Hardware,,,Computing Hardware,https://forgeglobal.com/search-companies/?page=8
Succinct,Fintech,Series A,$44MM,Blockchain Software,https://forgeglobal.com/search-companies/?page=109
Suki,Healthcare,Series D,$50MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=40
SumUp,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=27
Sun King,Energy,--,--,Other Energy,https://forgeglobal.com/search-companies/?page=131
SunBasket,Foodtech,--,--,Food Products & Services,https://forgeglobal.com/search-companies/?page=166
Sunbit,Fintech,Series D,$130MM,Lending,https://forgeglobal.com/search-companies/?page=43
Sunday,Technology Hardware,--,--,Other Technology Hardware,https://forgeglobal.com/search-companies/?page=166
Suno,Enterprise Software,Series C-1,$210MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=4
SunRise Memory,Technology Hardware,Series C,$75MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=105
Supabase,Enterprise Software,Series E,$100.31MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=9
Super Coffee,Consumer & Lifestyle,--,--,Restaurants & Coffee,https://forgeglobal.com/search-companies/?page=131
Super73,Transportation,Series 2,$25MM,Electric Vehicles,https://forgeglobal.com/search-companies/?page=158
SuperAnnotate,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=79
Superb AI,Enterprise Software,--,--,Software Development,https://forgeglobal.com/search-companies/?page=166
Superhuman,Enterprise Software,Series C,$75MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=19
Superhuman.,Enterprise Software,Series D,$41.42MM,Productivity,https://forgeglobal.com/search-companies/?page=10
Superlinked,Enterprise Software,--,--,Software Development,https://forgeglobal.com/search-companies/?page=149
Superside,Consumer & Lifestyle,Series A,$40MM,Media,https://forgeglobal.com/search-companies/?page=120
Supira Medical,Healthcare,Series E,$120MM,Medical Devices,https://forgeglobal.com/search-companies/?page=120
SupplyFrame,Industrial,--,--,Industrial Software,https://forgeglobal.com/search-companies/?page=166
Sure,Fintech,Series C,$100MM,Insurance,https://forgeglobal.com/search-companies/?page=40
SURGE Therapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=102
Surrozen,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=166
Survios,Industrial,Series A-1,$8.51MM,Augmented / Virtual Reality,https://forgeglobal.com/search-companies/?page=175
Suzy,Enterprise Software,Series D,$50MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=156
Svelte Medical Systems,Healthcare,Series C,$11.89MM,Medical Devices,https://forgeglobal.com/search-companies/?page=84
Swell,Energy,--,--,Clean Energy,https://forgeglobal.com/search-companies/?page=115
Swift Navigation,Consumer & Lifestyle,Series D-1,$66.25MM,Consumer Electronics,https://forgeglobal.com/search-companies/?page=83
Swiftly,Consumer & Lifestyle,Series C,$106.06MM,E-commerce Software,https://forgeglobal.com/search-companies/?page=133
Swiggy,Transportation,--,--,Delivery Services,https://forgeglobal.com/search-companies/?page=90
Swile,Enterprise Software,--,--,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=115
Swing Education,Enterprise Software,--,--,Human Resources,https://forgeglobal.com/search-companies/?page=70
Switch,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=90
Sword Health,Healthcare,Junior,$175.33MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=18
Syapse,Healthcare,Series G-1,$41.21MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=140
Syllable,Healthcare,Series MA,$22MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=136
Symphony,Enterprise Software,--,--,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=31
Synack,Enterprise Software,Series D,$52MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=74
Synapse,Fintech,Series B,$32.65MM,Fintech Software,https://forgeglobal.com/search-companies/?page=21
Synchron,Healthcare,Series D,$200MM,Medical Devices,https://forgeglobal.com/search-companies/?page=6
Syncromune,Healthcare,Series A-1,$99.85MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=96
Syndio,Enterprise Software,Series C,$50MM,Human Resources,https://forgeglobal.com/search-companies/?page=26
Synergys Biotherapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=149
Synthego,Healthcare,Series E,$144.17MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=58
Synthekine,Healthcare,Series D,$107.5MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=156
Synthesia,Consumer & Lifestyle,Series D-1,$134MM,Consumer Applications,https://forgeglobal.com/search-companies/?page=16
Synthesis AI,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=35
Synthesized,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=131
Syntho,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=131
Syntiant,Technology Hardware,Series D-2,$104MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=21
Sysdig,Enterprise Software,Series G,$350MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=31
Syzygy Plasmonics,Industrial,Series C,$78.68MM,Materials,https://forgeglobal.com/search-companies/?page=85
Taalas,Technology Hardware,Class B-2,$10MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=13
Tabby,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=115
Table22,Foodtech,--,--,Other Foodtech,https://forgeglobal.com/search-companies/?page=149
Tabnine,Enterprise Software,--,--,Software Development,https://forgeglobal.com/search-companies/?page=102
Taboola,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=102
Tabs,Fintech,Series B-1,$44.7MM,Fintech Software,https://forgeglobal.com/search-companies/?page=120
