Company_Name,Sector,Funding_round,Amount_raised,Sub-sector,Source Website
Helsing,Enterprise Software,,,Data Intelligence,https://forgeglobal.com/search-companies/?page=10
Hemab Therapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=62
Here,Enterprise Software,Series D-1,$19MM,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=68
Hermeus,Industrial,Series C,$200MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=28
Heron Power,Energy,Series B,$140MM,Other Energy,https://forgeglobal.com/search-companies/?page=93
Heven AeroTech,Industrial,--,--,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=113
Hex,Enterprise Software,Series C-1,$70MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=36
Hexagon Bio,Healthcare,Series B,$77.3MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=60
HeyGen,Enterprise Software,Series A,$60MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=18
HG Insights,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=77
HiBob,Enterprise Software,--,--,Human Resources,https://forgeglobal.com/search-companies/?page=37
Hidden Level,Enterprise Software,Series C-1,$65MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=107
Higgsfield,Enterprise Software,Series A,$40.88MM,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=6
High Fidelity,Industrial,Series D,$35.15MM,Augmented / Virtual Reality,https://forgeglobal.com/search-companies/?page=26
Higher Ground,Consumer & Lifestyle,Series D,$30MM,Entertainment,https://forgeglobal.com/search-companies/?page=138
Highland Electric,Transportation,Series B,$150MM,Ridesharing,https://forgeglobal.com/search-companies/?page=105
Highlight.io,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=127
Highnote,Fintech,Series B-1,$75MM,Fintech Software,https://forgeglobal.com/search-companies/?page=134
HighRadius,Enterprise Software,Series C,$86.33MM,Business Operations,https://forgeglobal.com/search-companies/?page=35
Highspot,Enterprise Software,Series F,$250MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=22
Hightouch,Enterprise Software,Series D-1,$220MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=20
Hims,Healthcare,--,--,Other Healthcare,https://forgeglobal.com/search-companies/?page=56
Hinge Health,Healthcare,Series E,$400MM,Digital Health,https://forgeglobal.com/search-companies/?page=13
Hint,Foodtech,Series D,$29.95MM,Food Products & Services,https://forgeglobal.com/search-companies/?page=66
Hipcamp,Consumer & Lifestyle,Series C,$57.7MM,Travel & Hospitality,https://forgeglobal.com/search-companies/?page=172
Hippo Insurance,Fintech,Series E,$150MM,Insurance,https://forgeglobal.com/search-companies/?page=151
Hippocratic AI,Healthcare,Series C,$126MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=22
Hired,Consumer & Lifestyle,--,--,Consumer Applications,https://forgeglobal.com/search-companies/?page=162
hireEZ,Enterprise Software,Series B-2,$16.7MM,Human Resources,https://forgeglobal.com/search-companies/?page=122
HistoSonics,Healthcare,Series D-1,$102.7MM,Medical Devices,https://forgeglobal.com/search-companies/?page=17
Hive.ai,Enterprise Software,Series D,$50MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=8
HMD Global,Consumer & Lifestyle,--,--,Consumer Electronics,https://forgeglobal.com/search-companies/?page=87
Hodinkee,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=100
Hologram,Enterprise Software,Series B,$78.27MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=73
Homebase,Enterprise Software,Series D,$60MM,Human Resources,https://forgeglobal.com/search-companies/?page=66
Homebound,Real Estate,Series C-3,$94.83MM,Real Estate Products & Services,https://forgeglobal.com/search-companies/?page=55
HomeLight,Real Estate,Series D-2,$20MM,Real Estate Software,https://forgeglobal.com/search-companies/?page=58
HOMER,Education,Series D,$65.1MM,E-Learning,https://forgeglobal.com/search-companies/?page=135
Homeward,Real Estate,Series C-1,$40MM,Real Estate Software,https://forgeglobal.com/search-companies/?page=108
Homeward Health,Healthcare,Series B,$50MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=172
Homie,Real Estate,--,--,Other Real Estate,https://forgeglobal.com/search-companies/?page=128
Hone,Education,--,--,E-Learning,https://forgeglobal.com/search-companies/?page=145
HoneyBook,Enterprise Software,Series E,$250MM,Business Operations,https://forgeglobal.com/search-companies/?page=64
Honeycomb,Enterprise Software,Series C-1,$48.29MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=54
HoneyHive AI,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=87
Honor,Healthcare,Series E,$70MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=15
Hootsuite,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=14
Hopin,Enterprise Software,--,--,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=162
Hopper,Consumer & Lifestyle,,,Travel & Hospitality,https://forgeglobal.com/search-companies/?page=10
HopSkipDrive,Transportation,--,--,Ridesharing,https://forgeglobal.com/search-companies/?page=56
Horizon Robotics,Transportation,--,--,Autonomous Vehicles,https://forgeglobal.com/search-companies/?page=113
Horizon3.ai,Enterprise Software,Series D,$100MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=54
Hornet,Consumer & Lifestyle,--,--,Social,https://forgeglobal.com/search-companies/?page=145
Host Analytics,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=128
Hotmart,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=18
Hotspot Therapeutics,Healthcare,Series C,$100.14MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=138
Hound Labs,Consumer & Lifestyle,--,--,Consumer Electronics,https://forgeglobal.com/search-companies/?page=77
Housecall Pro,Enterprise Software,Series D-1,$41.84MM,Productivity,https://forgeglobal.com/search-companies/?page=32
HouseCanary,Real Estate,Series B-3,$5MM,Real Estate Software,https://forgeglobal.com/search-companies/?page=60
Houzz,Consumer & Lifestyle,Series E,$400MM,Home Products,https://forgeglobal.com/search-companies/?page=27
HOVER,Real Estate,Series 6,$60MM,Real Estate Software,https://forgeglobal.com/search-companies/?page=33
Howden Group Holdings,Fintech,--,--,Insurance,https://forgeglobal.com/search-companies/?page=62
HqO,Real Estate,Series D Non-voting,$436 238.93,Real Estate Software,https://forgeglobal.com/search-companies/?page=171
Hubble Network,Technology Hardware,Series B,$53.1MM,Communications Equipment,https://forgeglobal.com/search-companies/?page=84
Hubilo,Enterprise Software,Series B,$126.39MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=169
Huckberry,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=128
Hudl,Enterprise Software,Series E-2,$36MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=22
Huel,Foodtech,--,--,Food Products & Services,https://forgeglobal.com/search-companies/?page=37
Hugging Face,Enterprise Software,Series D-2,$193.82MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=6
Hum Capital,Fintech,Series A-3A,$24MM,Capital Markets,https://forgeglobal.com/search-companies/?page=124
Huma,Healthcare,Series D-1,$20.25MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=48
Humacyte,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=145
Human Interest,Enterprise Software,Series F,$100MM,Human Resources,https://forgeglobal.com/search-companies/?page=42
Human Longevity,Healthcare,Series B-1,$32MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=40
Humane,Consumer & Lifestyle,Series C,$100MM,Consumer Electronics,https://forgeglobal.com/search-companies/?page=65
Humanity Protocol,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=145
Humanloop,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=87
Hume,Consumer & Lifestyle,--,--,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=77
Hummingbird Bioscience,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=162
Humu,Enterprise Software,Series C,$61.2MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=135
HundredX,Enterprise Software,Series D,$35MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=106
Hungry,Foodtech,Series C-2,$5.08MM,Other Foodtech,https://forgeglobal.com/search-companies/?page=67
HungryPanda,Transportation,--,--,Delivery Services,https://forgeglobal.com/search-companies/?page=77
Hungryroot,Foodtech,Series C,$40MM,Food Products & Services,https://forgeglobal.com/search-companies/?page=59
Hunters,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=87
Huntress,Enterprise Software,Series D1,$38.44MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=29
Husk Power Systems,Energy,--,--,Clean Energy,https://forgeglobal.com/search-companies/?page=145
Huspy,Real Estate,--,--,Real Estate Software,https://forgeglobal.com/search-companies/?page=145
Hustle,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=128
Hydra Host,Enterprise Software,Series A-1,$130MM,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=118
Hydrolix,Enterprise Software,Series C,$80MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=118
Hydrow,Consumer & Lifestyle,Series 1,$17.25MM,Fitness,https://forgeglobal.com/search-companies/?page=40
Hyla Mobile,Consumer & Lifestyle,Series C,$105MM,Consumer Electronics,https://forgeglobal.com/search-companies/?page=119
Hyperice,Consumer & Lifestyle,--,--,Consumer Electronics,https://forgeglobal.com/search-companies/?page=46
Hyperloop One,Transportation,Series D,$100.71MM,Other Transportation,https://forgeglobal.com/search-companies/?page=67
HyperloopTT,Transportation,Series A,$45.46MM,Other Transportation,https://forgeglobal.com/search-companies/?page=84
HyperScience,Enterprise Software,Series E,$100MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=32
Hyphen,Technology Hardware,Series B,$20.72MM,Other Technology Hardware,https://forgeglobal.com/search-companies/?page=156
HYPR,Enterprise Software,Series C-1,$50MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=76
I-Pulse,Industrial,--,--,Industrial Equipment,https://forgeglobal.com/search-companies/?page=113
I.Am+,Enterprise Software,Series B-1,$56.99MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=121
Iambic Therapeutics,Healthcare,Series B-4,$50MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=105
iboss,Enterprise Software,Series B,$70MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=54
Ibotta,Fintech,Series D,$150MM,Personal Finance,https://forgeglobal.com/search-companies/?page=72
iCapital Network,Fintech,Series B-8a,$50MM,Capital Markets,https://forgeglobal.com/search-companies/?page=9
Icertis,Enterprise Software,Series F,$80MM,Business Operations,https://forgeglobal.com/search-companies/?page=42
iCIMS,Enterprise Software,--,--,Human Resources,https://forgeglobal.com/search-companies/?page=113
ICON,Industrial,Series C,$56MM,Construction,https://forgeglobal.com/search-companies/?page=6
ICON Aircraft,Industrial,--,--,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=145
ID.me,Enterprise Software,Series E,$80MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=11
Ideogram AI,Consumer & Lifestyle,--,--,Media,https://forgeglobal.com/search-companies/?page=62
IDRx,Healthcare,Series B,$120.24MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=94
IEX Exchange,Fintech,Series C,$75MM,Capital Markets,https://forgeglobal.com/search-companies/?page=33
iFIT,Consumer & Lifestyle,--,--,Fitness,https://forgeglobal.com/search-companies/?page=145
IFTTT,Consumer & Lifestyle,Series C,$30.31MM,Consumer Applications,https://forgeglobal.com/search-companies/?page=85
Illumio,Enterprise Software,Series F,$236.25MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=16
Imbue,Enterprise Software,Series A,$20MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=124
Immunai,Healthcare,Series C-1,$204.34MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=133
Immune-Onc Therapeutics,Healthcare,Series B3,$30MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=156
Immuta,Enterprise Software,Series E,$100MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=29
Impact,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=100
Impact Analytics,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=162
Imperative Care,Healthcare,Series E-3,$25MM,Medical Devices,https://forgeglobal.com/search-companies/?page=80
Imperfect Foods,Foodtech,Series E,$60.2MM,Food Products & Services,https://forgeglobal.com/search-companies/?page=140
Imply,Enterprise Software,Series D,$100MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=58
Impossible Foods,Foodtech,Series H-1,$500.15MM,Animal-Free Protein,https://forgeglobal.com/search-companies/?page=7
Impress,Healthcare,--,--,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=88
Imprint,Fintech,Series D-1,$135.7MM,Payments,https://forgeglobal.com/search-companies/?page=71
Improbable,Industrial,--,--,Augmented / Virtual Reality,https://forgeglobal.com/search-companies/?page=51
Impulse Space,Industrial,Series C,$300MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=9
Imubit,Enterprise Software,--,--,Productivity,https://forgeglobal.com/search-companies/?page=88
Inari,Foodtech,Series G,$144MM,Agtech,https://forgeglobal.com/search-companies/?page=52
Inari Medical,Healthcare,--,--,Medical Devices,https://forgeglobal.com/search-companies/?page=113
incident.io,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=145
Included Health,Healthcare,Series E,$103.04MM,Digital Health,https://forgeglobal.com/search-companies/?page=11
Incode Technologies,Enterprise Software,Series B-3,$4MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=47
Incorta,Enterprise Software,Series D,$43.62MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=36
Incredible Health,Healthcare,Series B,$80MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=104
Indiegogo,Fintech,Series B,$54.85MM,Lending,https://forgeglobal.com/search-companies/?page=155
Indigo Ag,Foodtech,Series AA-1,$1.5MM,Agtech,https://forgeglobal.com/search-companies/?page=19
Indigo Technologies,Transportation,--,--,Ridesharing,https://forgeglobal.com/search-companies/?page=162
Infarm,Foodtech,--,--,Agtech,https://forgeglobal.com/search-companies/?page=162
Inferact,Enterprise Software,Series Seed-1,$92.11MM,Business Operations,https://forgeglobal.com/search-companies/?page=152
Infinidat,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=88
Infinitum,Industrial,Series F,$90MM,Industrial Equipment,https://forgeglobal.com/search-companies/?page=153
Infinitus,Healthcare,Series C,$51.5MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=119
Inflammatix,Healthcare,Series E-2,$26.2MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=157
Inflection AI,Enterprise Software,Series A,$225MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=19
Infleqtion,Technology Hardware,Series C,$75MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=66
InfluxData,Enterprise Software,Series E,$46.34MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=119
Infoworks,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=162
Infravision,Energy,--,--,Other Energy,https://forgeglobal.com/search-companies/?page=128
InfStones,Fintech,Series B+,$37.5MM,Blockchain Software,https://forgeglobal.com/search-companies/?page=93
Injective Protocol,Fintech,Series Seed,$500 000.00,Blockchain,https://forgeglobal.com/search-companies/?page=141
InMobi,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=100
Innovaccer,Healthcare,Series F-1,$153.04MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=29
Innovium,Technology Hardware,Series F,$125MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=168
INRIX,Enterprise Software,Series F,$10MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=26
Inscripta,Healthcare,Series E,$150MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=168
Insider,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=41
Insightec,Healthcare,--,--,Other Healthcare,https://forgeglobal.com/search-companies/?page=20
Insightly,Enterprise Software,Series C,$30MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=140
Insilico Medicine,Healthcare,--,--,Healthcare Software,https://forgeglobal.com/search-companies/?page=21
Insitro,Healthcare,Series C,$400MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=35
Instabase,Enterprise Software,Series D,$100MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=8
Instabee,Transportation,--,--,Delivery Services,https://forgeglobal.com/search-companies/?page=145
Instabox,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=77
Instacart,Transportation,Series I,$136.36MM,Delivery Services,https://forgeglobal.com/search-companies/?page=27
Instawork,Consumer & Lifestyle,Series D,$49.73MM,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=36
Instrumental,Enterprise Software,Series C,$50MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=138
Instylla,Healthcare,--,--,Medical Devices,https://forgeglobal.com/search-companies/?page=128
Insurify,Fintech,Series B,$100MM,Insurance,https://forgeglobal.com/search-companies/?page=119
Integral Ad Science,Enterprise Software,Series E,$27MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=95
Integrate,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=162
IntelePeer,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=62
IntelyCare,Healthcare,Series CR-B,$25.64MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=168
Intent Media,Enterprise Software,--,--,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=162
Intercom,Enterprise Software,Series D,$125MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=4
Interos,Industrial,Series D,$65.56MM,Industrial Software,https://forgeglobal.com/search-companies/?page=73
InterVenn,Healthcare,Series C,$201.27MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=152
Inturn,Enterprise Software,Series B-3,$18MM,Business Operations,https://forgeglobal.com/search-companies/?page=140
Intus Care,Healthcare,--,--,Healthcare Software,https://forgeglobal.com/search-companies/?page=77
Invaio,Foodtech,Series C',$131.77MM,Agtech,https://forgeglobal.com/search-companies/?page=106
Inversion,Industrial,--,--,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=21
InvestCloud,Fintech,--,--,Fintech Software,https://forgeglobal.com/search-companies/?page=51
Invisible Technologies,Enterprise Software,Series S,$15MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=60
InVision,Enterprise Software,Series F,$94.28MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=90
Invoca,Enterprise Software,Series F,$82.89MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=65
Inworld AI,Consumer & Lifestyle,Series A-1,$80.1MM,Consumer Applications,https://forgeglobal.com/search-companies/?page=74
io.net,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=69
ION Clean Energy,Healthcare,Series A,$74.4MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=157
Ionetix,Healthcare,Series F,$62.72MM,Other Healthcare,https://forgeglobal.com/search-companies/?page=45
ionQ,Technology Hardware,Series B-1,$73.7MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=68
Iontra,Energy,--,--,Energy Storage,https://forgeglobal.com/search-companies/?page=145
Iora Health,Healthcare,Series F,$150MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=118
IOST,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=78
IPSY,Consumer & Lifestyle,Series C,$19MM,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=47
Iris Telehealth,Healthcare,--,--,Digital Health,https://forgeglobal.com/search-companies/?page=128
IRL,Consumer & Lifestyle,Series C,$170MM,Social,https://forgeglobal.com/search-companies/?page=169
Ironclad,Enterprise Software,Series E,$150MM,Business Operations,https://forgeglobal.com/search-companies/?page=11
IronNet Cybersecurity,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=88
IronScales,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=37
ironSource,Consumer & Lifestyle,--,--,Consumer & Lifestyle Enterprise Software,https://forgeglobal.com/search-companies/?page=113
Iru,Enterprise Software,Series D,$50MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=53
Island,Enterprise Software,Series E,$250MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=16
ISN,Industrial,--,--,Industrial Software,https://forgeglobal.com/search-companies/?page=128
Isomorphic Labs,Healthcare,,,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=8
IsoPlexis,Healthcare,Series D,$92.5MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=155
Isovalent,Enterprise Software,Series B,$40MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=109
Iterable,Enterprise Software,Series E-1,$88.27MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=64
Iterative Health,Healthcare,Series C,$75MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=152
iTrustCapital,Fintech,Series B,$81 993.00,Capital Markets,https://forgeglobal.com/search-companies/?page=86
Ivalua,Enterprise Software,--,--,Business Operations,https://forgeglobal.com/search-companies/?page=88
Ivenix,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=128
Ivo,Enterprise Software,Series B,$55MM,Business Operations,https://forgeglobal.com/search-companies/?page=137
iZettle,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=162
Jaanuu,Consumer & Lifestyle,Series B,$75MM,Clothing  Fashion  Beauty & Apparel,https://forgeglobal.com/search-companies/?page=121
Jack Archer,Consumer & Lifestyle,Series C,$10.64MM,E-commerce,https://forgeglobal.com/search-companies/?page=110
Jackpocket,Consumer & Lifestyle,Series D-3,$20MM,Entertainment,https://forgeglobal.com/search-companies/?page=82
Jam City,Consumer & Lifestyle,--,--,Gaming,https://forgeglobal.com/search-companies/?page=145
Jane Technologies,Consumer & Lifestyle,Series C,$100MM,Cannabis & Tobacco,https://forgeglobal.com/search-companies/?page=106
Jasper AI,Enterprise Software,Series A-1,$93.82MM,Productivity,https://forgeglobal.com/search-companies/?page=47
Jaunt,Industrial,Series D,$75MM,Augmented / Virtual Reality,https://forgeglobal.com/search-companies/?page=170
Jeeves,Enterprise Software,Series C,$180MM,Business Operations,https://forgeglobal.com/search-companies/?page=80
Jellyfish,Industrial,Series C,$68.7MM,Industrial Software,https://forgeglobal.com/search-companies/?page=49
Jellysmack,Consumer & Lifestyle,Series E,$35MM,Media,https://forgeglobal.com/search-companies/?page=71
Jerry,Fintech,Series C-2,$51.77MM,Insurance,https://forgeglobal.com/search-companies/?page=106
Jet Token,Transportation,--,--,Other Transportation,https://forgeglobal.com/search-companies/?page=162
JetSmarter,Industrial,Series C,$105MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=104
Jetti Resources,Energy,--,--,Clean Energy,https://forgeglobal.com/search-companies/?page=145
JetZero,Industrial,Series B,$165.76MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=36
JFrog,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=162
Jiedaibao,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=162
Jiko,Fintech,--,--,Digital Banking,https://forgeglobal.com/search-companies/?page=88
Jitterbit,Enterprise Software,Series D,$20.5MM,Software Development,https://forgeglobal.com/search-companies/?page=174
Jnana Therapeutics,Healthcare,Series C-2,$47MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=75
Job&Talent,Consumer & Lifestyle,--,--,Consumer Applications,https://forgeglobal.com/search-companies/?page=128
Jobber,Industrial,--,--,Industrial Software,https://forgeglobal.com/search-companies/?page=37
Jobcase,Consumer & Lifestyle,--,--,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=69
JobGet,Enterprise Software,Series B-1,$22.68MM,Human Resources,https://forgeglobal.com/search-companies/?page=175
JOBOX.ai,Enterprise Software,Series B,$29.24MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=140
Joby Aviation,Industrial,Series C,$715MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=103
JOKR,Transportation,--,--,Delivery Services,https://forgeglobal.com/search-companies/?page=145
Joor,Consumer & Lifestyle,Series D,$46.61MM,Consumer & Lifestyle Enterprise Software,https://forgeglobal.com/search-companies/?page=106
Joy,Consumer & Lifestyle,Series B-1,$15.6MM,Consumer Applications,https://forgeglobal.com/search-companies/?page=95
Judi Health,Healthcare,Series F,$252.89MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=20
JumpCloud,Enterprise Software,Series F,$225MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=42
Juniper Square,Real Estate,Series D-1,$130MM,Real Estate Software,https://forgeglobal.com/search-companies/?page=48
Justworks,Enterprise Software,Series E,$50MM,Human Resources,https://forgeglobal.com/search-companies/?page=117
JUUL,Consumer & Lifestyle,Series E,$573.58MM,Cannabis & Tobacco,https://forgeglobal.com/search-companies/?page=22
Juvenescence,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=30
JW Player,Enterprise Software,Series E,$74.95MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=122
K Health,Healthcare,Series F-1,$88.36MM,Digital Health,https://forgeglobal.com/search-companies/?page=92
K2 Space,Industrial,Series C,$228.81MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=23
Kabam,Consumer & Lifestyle,Series E,$120MM,Gaming,https://forgeglobal.com/search-companies/?page=133
Kabbage,Enterprise Software,Series F,$250MM,Business Operations,https://forgeglobal.com/search-companies/?page=169
Kailera Therapeutics,Healthcare,Series B,$603.18MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=17
Kairos Aerospace,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=78
Kaiyo,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=162
Kajabi,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=88
Kallyope,Healthcare,Series D,$236MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=91
Kalshi,Fintech,Series F,$1B,Capital Markets,https://forgeglobal.com/search-companies/?page=2
Kalshi,Fintech,Series F,$1B,Capital Markets,https://forgeglobal.com/search-companies/?page=2
Kaminario,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=162
Karat,Enterprise Software,Series C,$115.83MM,Human Resources,https://forgeglobal.com/search-companies/?page=104
Karat Financial,Fintech,--,--,Payments,https://forgeglobal.com/search-companies/?page=145
Kardigan,Healthcare,Series B-1,$78.31MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=53
KarmaCheck,Enterprise Software,--,--,Human Resources,https://forgeglobal.com/search-companies/?page=145
Karmic,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=145
Kartos Therapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=128
Kasa Living,Consumer & Lifestyle,Series C-Voting,$64.04MM,Travel & Hospitality,https://forgeglobal.com/search-companies/?page=75
Kaseya,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=62
